STATE MEDICAL MJ LAW STATUS AT TIME OF INTERVIEW,WEIGHT IN POUNDS - RECODE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
1 - In State where MJ approvd for med use before intvw,124,0.0011648249140326233,0.00024282810151115576,0.0007662568922458425,0.0017703405324960397,0.4359480276725969,0.06352547940075468,0.31507093822143417,0.5649486404375136,0.0024759021961896143,0.0005127778857138433,0.0016330171878555341,0.003752208852565056,304065.06969783,84.0,63761.51448469708
1 - In State where MJ approvd for med use before intvw,125,0.008454309786102369,0.000585292722837675,0.007356209789560684,0.009714724694969189,0.48863990634069937,0.024434137648589777,0.4398282252106814,0.5376691957964671,0.017970120585944098,0.0012334317070801046,0.015653284837693484,0.020622685904483358,2206907.032455752,615.0,149822.5014276178
1 - In State where MJ approvd for med use before intvw,126,0.0016904627172388018,0.0002355888197708254,0.0012776492551760728,0.0022363591495941507,0.5647435030560395,0.054560015929745284,0.4537855367606532,0.6695740710637988,0.0035931755096980963,0.0005117079997332647,0.0026989446765916547,0.004782267629229705,441277.189169396,93.0,59992.90470737645
1 - In State where MJ approvd for med use before intvw,127,0.0012560127346089246,0.00018128441184879864,0.0009398755838422269,0.0016783073464776883,0.4531589352138831,0.05618188167611482,0.34450313358207624,0.5664691738982434,0.0026697271414760147,0.00039254494173675345,0.0019868301949154303,0.003586500316109637,327868.673728873,112.0,46921.27067922924
1 - In State where MJ approvd for med use before intvw,128,0.002406266063757586,0.0002764697013528603,0.0019102645763111826,0.003030663614957045,0.4828021310653456,0.03697322564655783,0.4094542077588503,0.5568986797182116,0.005114656597830195,0.0005765539436066387,0.004077855945485892,0.006413367747566486,628129.987239852,158.0,72071.38195161674
1 - In State where MJ approvd for med use before intvw,129,0.001390621253863381,0.00023987434538573182,0.000983350877974971,0.001966237134556009,0.6076081110634852,0.065470509164351,0.4714602299038188,0.7288550696041415,0.0029558452734226724,0.00051074080385539,0.0020887502479318117,0.0041813859353887805,363006.786157572,74.0,62496.00376020535
1 - In State where MJ approvd for med use before intvw,130,0.012539262762437404,0.0006512935360105769,0.011296271500787004,0.013917101996113715,0.5029369037797462,0.018359987634675383,0.4661105839006272,0.5397313863968953,0.026652922544931002,0.0013300316761948685,0.02410778215307608,0.02945865099421521,3273240.26116525,895.0,175534.4726572038
1 - In State where MJ approvd for med use before intvw,131,0.0004456628237519467,0.00012249221947221273,0.0002565811839277431,0.0007739759839237295,0.44647277897195947,0.09022832648370005,0.2792363872892144,0.626770641660952,0.000947281905456056,0.0002599823828545867,0.0005457849115713747,0.0016436473215337803,116335.50753712001,35.0,32120.41848845036
1 - In State where MJ approvd for med use before intvw,132,0.0019285362833530006,0.0002674514952958856,0.0014595726602715537,0.002547794398950387,0.42324725009563996,0.04480098238323019,0.33668881017641217,0.5147884035774727,0.00409921453590348,0.000568294058997492,0.0031024535541517204,0.005414477064043085,503423.74407361,146.0,69577.47445166658
1 - In State where MJ approvd for med use before intvw,133,0.0010774046618485464,0.00017033367583380583,0.0007842403513912768,0.0014799971777282133,0.4672442541709585,0.052204109140292776,0.3652987576350744,0.5720003087263716,0.002290085433716122,0.000357618486026552,0.0016733567532642806,0.0031334008623410676,281244.949048686,78.0,45118.83829398912
1 - In State where MJ approvd for med use before intvw,134,0.0018412922157511672,0.0003517540024828396,0.0012543776277609765,0.0027020771087401937,0.5207437600055821,0.07629764106942871,0.3702772705618189,0.6675384763416132,0.003913772263869586,0.0007482097638920844,0.0026651552273920694,0.005743993484507877,480649.6145229,106.0,92068.41632418976
1 - In State where MJ approvd for med use before intvw,135,0.011437807987667482,0.0007867097120589528,0.00996089649657306,0.013130798182219294,0.49784321182854807,0.023279645851401545,0.4512392504772803,0.5444846791668612,0.02431171721612739,0.0017009414959568677,0.02111949888735266,0.027972652127937446,2985717.287691106,749.0,201957.1411066688
1 - In State where MJ approvd for med use before intvw,136,0.0012492443067341522,0.00020696569174589625,0.0008955772498890365,0.001742332346145663,0.4480655717725501,0.05686633537047226,0.3384184432234663,0.5630059984875938,0.002655340459633948,0.0004375383299538199,0.0019068984235870211,0.0036964519392255883,326101.84811526,85.0,53951.14402614679
1 - In State where MJ approvd for med use before intvw,137,0.0017658976697058951,0.00036984367309727384,0.0011593465858250834,0.002688932024572056,0.5320871765258466,0.06214173203245876,0.40786445576911273,0.6524557534126816,0.003753516829867957,0.0007887880935706521,0.002460362310242775,0.005722448102639632,460968.67567799997,109.0,96677.08078826452
1 - In State where MJ approvd for med use before intvw,138,0.0026807975895522754,0.00030232060813343084,0.0021372924361767747,0.003362048321272598,0.482236998082944,0.042421920788560614,0.39835107844940876,0.567136240252278,0.005698189109411863,0.0006459634740385329,0.004537219173597528,0.007154089605607743,699793.502090356,162.0,79512.23582794241
1 - In State where MJ approvd for med use before intvw,139,0.0011383081728957164,0.00017834587039061332,0.0008309369277494087,0.0015592014530875613,0.5031107623169913,0.057172318291370525,0.3900955743692814,0.6158089734759472,0.0024195393412869246,0.0003754057960369723,0.001771507565896244,0.003303841791058489,297143.15839183,77.0,47598.050667252326
1 - In State where MJ approvd for med use before intvw,140,0.015456207290101725,0.0008695517341722205,0.013803392915495902,0.017303456776309647,0.49229689369945867,0.01897213093573965,0.45430842031967344,0.5303745292811383,0.03285305552217354,0.0017994880751529803,0.029424562574119566,0.036665938400521854,4034677.392552118,970.0,232197.75316116406
1 - In State where MJ approvd for med use before intvw,141,0.000820884716491431,0.00022140625722069044,0.00047748819553311935,0.0014108940709139253,0.4913377636602249,0.08389455652529074,0.32984559760465443,0.6546582084044084,0.0017448375699171393,0.00046924151592356804,0.0010164155235679216,0.002993724507732391,214283.16438539,40.0,58032.962313170094
1 - In State where MJ approvd for med use before intvw,142,0.0024590125086195787,0.0003403550819430191,0.0018620267994406876,0.0032467756297016952,0.5851254806407296,0.050844676506043976,0.48079898017188816,0.682339099965674,0.005226772193145617,0.000732110855973555,0.003944280000678676,0.006923371311208458,641898.88180938,109.0,89124.04206619954
1 - In State where MJ approvd for med use before intvw,143,0.0021406910649470847,0.00034036974055749074,0.0015553013017379558,0.0029457618281711027,0.5357081699885949,0.06489531587068924,0.4058903371924346,0.6608609855052721,0.004550161698307845,0.00073029089708981,0.003295571067150322,0.0062793533174120755,558804.47784312,117.0,88849.98529610837
1 - In State where MJ approvd for med use before intvw,144,0.0013117093640183312,0.0003072115643791484,0.0008193757254214961,0.002099247199327039,0.5225099045286202,0.08282240776510982,0.3597001820732414,0.6806730786193433,0.0027881135233380756,0.0006622805140559833,0.001729763372101944,0.004491098566142982,342407.682380976,64.0,79351.49718303389
1 - In State where MJ approvd for med use before intvw,145,0.011830044435040987,0.0005915510636951133,0.010698972983344674,0.013079109387110016,0.46136579346932527,0.018357807553721905,0.4247699502150017,0.4983828443689714,0.025145438292813148,0.001289977820830477,0.022680456710007846,0.02787068175208705,3088106.411817716,779.0,163585.6717215317
1 - In State where MJ approvd for med use before intvw,146,0.001912972559090188,0.0003114096181896564,0.001379327681641657,0.002652529662181188,0.605347206838029,0.0476839729431273,0.5067232553804333,0.6960793443412412,0.004066132946886138,0.0006658534251115142,0.002925836305753189,0.00564832392546089,499361.000526731,94.0,81857.92431949532
1 - In State where MJ approvd for med use before intvw,147,0.001454860245853361,0.00022477152270896047,0.0010666576675621396,0.0019840658149927392,0.46507313312410675,0.05133503712911751,0.36484520465318243,0.5682034055660053,0.0030923889371380795,0.00048107238171216213,0.002262210380589007,0.0042259333255454164,379775.68708117004,97.0,58145.26051158155
1 - In State where MJ approvd for med use before intvw,148,0.0033123637729208363,0.0004209734486482521,0.002565854400414905,0.004275131591418434,0.5350781141967051,0.04868962519293953,0.43718967979850026,0.6303368542624325,0.007040619273467847,0.0008860257025213658,0.005466948634814387,0.00906314570652598,864657.090816254,156.0,110708.76875991508
1 - In State where MJ approvd for med use before intvw,149,0.0013019815784367378,0.00021030382824641634,0.00094119134979388,0.001800825514819552,0.49934085867281586,0.06984886531947355,0.36266408356289376,0.6361162099312393,0.0027674365568726637,0.0004465544005608135,0.002001082971622793,0.003826154940504604,339868.34812976,56.0,54443.848780914945
1 - In State where MJ approvd for med use before intvw,150,0.019855563661321997,0.0010248164811661094,0.017898377940794873,0.022021968438894687,0.5308651079343687,0.018011000211819058,0.49459007451667253,0.5668168872168544,0.042204139938470615,0.0021307298873196154,0.03812591589238787,0.0466974217940016,5183082.260550348,1058.0,271897.6952570086
1 - In State where MJ approvd for med use before intvw,151,0.0007272470241207806,0.00016599481983596304,0.0004597784146857291,0.0011501321060922527,0.5554590776800642,0.08202368609945057,0.3906803278225412,0.7088817202743941,0.001545805281550299,0.0003510270204545162,0.0009795079078804298,0.002438705300310612,189840.04755811,37.0,43320.81680556178
1 - In State where MJ approvd for med use before intvw,152,0.0018491049731342753,0.0003114264962887607,0.0013182761477780237,0.0025931270572813778,0.5435888592104683,0.06046234117179372,0.42197045626290375,0.660222968872953,0.003930378728008619,0.0006486455279837432,0.0028209135563241282,0.005473801236341046,482689.051170939,97.0,80581.9027379431
1 - In State where MJ approvd for med use before intvw,153,0.001770053591938044,0.00033676385845054244,0.001207744203051465,0.0025934868322505795,0.5361409949809174,0.06320316117411354,0.4095950726973276,0.6581976574769378,0.003762350481052622,0.0007106700536939176,0.0025738601834605665,0.0054966066885463105,462053.53467093,94.0,87200.68586353523
1 - In State where MJ approvd for med use before intvw,154,0.0027125519083776527,0.00035040353467288604,0.002092465324706954,0.0035157491513593477,0.5051435459104544,0.05148749036452352,0.4029636734519201,0.6068955532224601,0.00576568473624051,0.0007272088671816261,0.0044746085512300925,0.007426501198360914,708082.6269627099,131.0,93389.9027343014
1 - In State where MJ approvd for med use before intvw,155,0.009805785269319897,0.0006273599724978974,0.008622623874120825,0.011149469417080443,0.47092486394377453,0.02085420198323663,0.42933913617861863,0.5129181663110952,0.020842759277548337,0.0012976013786129726,0.0183898801909877,0.02361493745276782,2559695.234398295,554.0,170401.02418317323
1 - In State where MJ approvd for med use before intvw,156,0.0025027708662979536,0.0005886738460377309,0.0015600640337319399,0.004012841847802578,0.580954561752079,0.07087968984479925,0.4358305502745747,0.7133044556243703,0.005319783093386804,0.0012317340252955974,0.0033396815341553564,0.00846391948385044,653321.532473053,112.0,157097.95129751673
1 - In State where MJ approvd for med use before intvw,157,0.0013212629924355189,0.00028632711818027694,0.0008548835841321632,0.0020415545339863995,0.37109242463979647,0.06012365915506476,0.26019130701111676,0.49747706355244453,0.0028084203087568433,0.0006013921942309124,0.0018262861655460854,0.004316439328203597,344901.554769473,75.0,75444.67646285544
1 - In State where MJ approvd for med use before intvw,158,0.002577940830280715,0.0003983177470132453,0.0018899225418338818,0.0035155470527034336,0.4709373426101603,0.04895897264062649,0.374944312825902,0.5691292987845489,0.005479561165327324,0.0008309594501729691,0.004039824656901143,0.007428572377209414,672943.846575584,111.0,105875.62059188887
1 - In State where MJ approvd for med use before intvw,159,0.0015179529163358236,0.00033087408214695367,0.0009796329165137816,0.0023513899376186344,0.4982377059275474,0.07741164758980179,0.347737225794306,0.6490582022975542,0.0032264960287096307,0.0007047762496550031,0.0020800430218634327,0.005001670082648643,396245.353051188,64.0,86403.77239175016
1 - In State where MJ approvd for med use before intvw,160,0.01758140255069173,0.000829995119914647,0.01598965898180288,0.019328489035239156,0.45845005071950035,0.018986390332491828,0.42063046259301284,0.4967545210049597,0.03737027999912114,0.0018349446025680775,0.03385440387943935,0.041235705713531634,4589436.856612396,1000.0,217635.72833716345
1 - In State where MJ approvd for med use before intvw,161,0.0004931977777503684,0.00012144226788177763,0.0003007509037982599,0.0008086894683776806,0.45577448384440183,0.08648288587184115,0.29366117428600186,0.6278343376681379,0.00104832017788879,0.00025660996576587887,0.0006410944029182424,0.001713773834373948,128743.99822657001,26.0,31706.098062896188
1 - In State where MJ approvd for med use before intvw,162,0.0024380860898049997,0.00041221338315001495,0.001735845998771694,0.0034234445961757315,0.5337615841533853,0.05633023838160188,0.4208241235116516,0.6433411653594718,0.005182291889129773,0.0008821251024884378,0.0036806140507089765,0.007292164842537632,636436.26427886,92.0,107087.88613580992
1 - In State where MJ approvd for med use before intvw,163,0.002139589569434402,0.0003550588301724909,0.0015329475664447765,0.0029855835912518808,0.6220411283302141,0.05707824009380121,0.5026473650120262,0.728267856029307,0.00454782040638827,0.0007490288031250218,0.0032661519748380064,0.0063292338113386535,558516.94423545,92.0,93361.90651736705
1 - In State where MJ approvd for med use before intvw,164,0.001367526018848436,0.000293469607193627,0.0008885697811610952,0.002104105206812918,0.39938175099781853,0.06356185220768495,0.2808466613681534,0.5310057019384165,0.0029067550261192773,0.0006229298100371638,0.0018895892294674608,0.004469009529709255,356978.0223838,61.0,76743.18862109182
1 - In State where MJ approvd for med use before intvw,165,0.014432860863702688,0.0009863418319361608,0.012580031117679526,0.016554006678950187,0.48978480425101606,0.02251686095195424,0.44476440695188846,0.534971519102425,0.030677873969941382,0.0020264877650968912,0.026858848900132303,0.03502037957370408,3767543.766957865,737.0,256987.7031089987
1 - In State where MJ approvd for med use before intvw,166,0.0008658905552396475,0.00022243971873980324,0.0005168121087116357,0.0014504103305107235,0.5104851823982701,0.08066473019254582,0.3528767880111678,0.6660362216534677,0.001840500062756766,0.0004702205696208266,0.0011015012419575494,0.003073768650202382,226031.45662307,36.0,57920.642884127745
1 - In State where MJ approvd for med use before intvw,167,0.001781360892287836,0.00027924532631494914,0.0013000944680136041,0.0024403462550157545,0.5379591437947209,0.052290349565424166,0.4328042019094063,0.6398418331076733,0.0037863847967954953,0.0005910775492765227,0.0027668089972909767,0.005179725235646012,465005.18433735997,90.0,72523.07170418864
1 - In State where MJ approvd for med use before intvw,168,0.0030660173105411105,0.000446848992671116,0.002287654808803747,0.0041081230903629905,0.5176082940151437,0.04668286788337554,0.4243198651667027,0.609685218998703,0.006516995731524596,0.0009492589383470109,0.004862698056611632,0.008729151401534668,800350.984936373,139.0,116338.69154555813
1 - In State where MJ approvd for med use before intvw,169,0.0005476158475023577,0.00012519340735387945,0.0003459646717429229,0.0008667008105267354,0.32519038442512554,0.05711128141651716,0.22222239051554388,0.4483653402217563,0.0011639889078311311,0.0002651162597403017,0.0007365836149075715,0.001838941259892025,142949.2525722,40.0,32738.0698773788
1 - In State where MJ approvd for med use before intvw,170,0.017011438901036638,0.0010775112542912968,0.014977194516243091,0.019316561785500494,0.5035953236515586,0.021277470512297312,0.4609358935268127,0.5462024722864077,0.03615878955542535,0.002301265267584891,0.031810435741965834,0.04107632714802219,4440653.949610845,910.0,279004.69580443366
1 - In State where MJ approvd for med use before intvw,171,0.0005072973434490226,0.0001251554580541314,0.00030905275444309234,0.0008326017446634437,0.6669675787065735,0.07430905708842121,0.5056383658711808,0.7968057916296081,0.0010782896138598686,0.00026441974827562907,0.0006588380319187227,0.0017643150781457147,132424.53885995,31.0,32655.971683340016
1 - In State where MJ approvd for med use before intvw,172,0.002226410882133981,0.000272217844029147,0.0017415004510029383,0.002845956802852084,0.4805389564081522,0.05181403339934631,0.37876315433200985,0.5839559181880791,0.004732364088618382,0.0005658721940168228,0.003721492147456633,0.0060161618857122855,581180.718146209,99.0,71974.59436806003
1 - In State where MJ approvd for med use before intvw,173,0.001324696061601747,0.00019451344632926513,0.0009862960382009945,0.0017789950133397946,0.3921212159900265,0.05045862176646811,0.29658897879608237,0.49669633892493026,0.0028157174942702507,0.0004053740946489392,0.00210842404228474,0.0037593862473628476,345797.72071057797,55.0,51692.0976651171
1 - In State where MJ approvd for med use before intvw,174,0.0012903658463124085,0.00026906270401818813,0.0008487495059751791,0.0019613103467504304,0.41550943332055873,0.062414494475536896,0.2978770293017436,0.5436280599094615,0.0027427466516942007,0.0005726289843183946,0.001802911296491532,0.004170459650019538,336836.185651583,70.0,70321.51957458927
1 - In State where MJ approvd for med use before intvw,175,0.014440207383834343,0.0008700737662327746,0.01279290247033846,0.016296129461157705,0.5197172993756225,0.01918014869076942,0.4811520002014178,0.5580490545469751,0.03069348942004825,0.0017826278372526756,0.02730825864748757,0.03448348856724644,3769461.497364347,730.0,237246.2335386997
1 - In State where MJ approvd for med use before intvw,176,0.002084286262213007,0.000314368120705366,0.0015394007801966911,0.0028214941066972933,0.4322224317027051,0.059048909771142244,0.31949731260057374,0.5524325576370299,0.004430270053406925,0.0006633395632770735,0.003279000298768079,0.00598332858597455,544080.60812844,105.0,81855.55289076534
1 - In State where MJ approvd for med use before intvw,177,0.0007628061363005699,0.00016612369619462334,0.0004925111233096709,0.0011812664301522064,0.3752565794742511,0.054476287732098325,0.27359532499650097,0.4892504306093373,0.0016213882149850721,0.0003524558496702811,0.0010476289384352703,0.002508591499927176,199122.3729901,44.0,44113.83132969056
1 - In State where MJ approvd for med use before intvw,178,0.002800854721309055,0.0004223281795134156,0.002068753690850286,0.003791051150940911,0.46870491197550046,0.04868746411785074,0.3733085005947714,0.5664448780257711,0.005953377432226627,0.00088819525447881,0.004410790990257211,0.008031100923204722,731133.1306436,108.0,110342.37293757994
1 - In State where MJ approvd for med use before intvw,179,0.0012709180411696595,0.00029477616990638357,0.0007975236795931283,0.0020247405784468986,0.5139996158679917,0.06801202742387129,0.37969563081390834,0.6463118473656748,0.0027014092258854567,0.0006228073788756515,0.0016996999339129488,0.004290933190515205,331759.54438562,55.0,76645.9796078851
1 - In State where MJ approvd for med use before intvw,180,0.019330553603236936,0.0007537257887299804,0.017873361558572883,0.020904019974610704,0.48056364285157976,0.015122920111356604,0.450297284765739,0.5109733298239023,0.04108820093323911,0.0016142987288977082,0.037965481565925045,0.044455899736657714,5046034.007220127,1027.0,192653.6927688937
1 - In State where MJ approvd for med use before intvw,181,0.0006070036590663626,0.0001856236518577399,0.0003283948591921074,0.0011217177500265692,0.3984213674895893,0.09532216482721573,0.22954943348738047,0.5955031908221927,0.0012902211091747372,0.00039219299861751727,0.000700519157717797,0.0023751584174466632,158451.80479689,22.0,48964.872305073244
1 - In State where MJ approvd for med use before intvw,182,0.0012686312665279571,0.00026285554764435314,0.0008366717929430956,0.0019231748461613484,0.5462401170129065,0.06581831069070249,0.4138987913464193,0.6723541657483286,0.002696548555162009,0.0005568923629886592,0.0017806181224221355,0.004081697057015989,331162.60635447403,61.0,68743.5197908781
1 - In State where MJ approvd for med use before intvw,183,0.001449566058994258,0.00025188611705471753,0.0010224123061905832,0.0020548133478363183,0.4947039580625288,0.05956531794845251,0.37758755188928855,0.6124044628721607,0.003081135839171526,0.0005454070723143288,0.0021588575557626283,0.004395681868834445,378393.69629705,63.0,65639.62628775646
1 - In State where MJ approvd for med use before intvw,184,0.0009346269483364343,0.00034356619237411697,0.00044657374651834526,0.001955022329353507,0.3198777064304129,0.0853413477068623,0.17621023583060563,0.5083916650883163,0.001986603210600083,0.0007206347761875541,0.0009583008915327221,0.004113779132753636,243974.35594292998,38.0,90621.46791681329
1 - In State where MJ approvd for med use before intvw,185,0.011936715148514588,0.0009306438387653828,0.010205035139921862,0.013958098004279218,0.4678265626023891,0.02366502109654617,0.42072626959488874,0.5155072936982876,0.025372173015411125,0.0019548964916318496,0.02172794573564075,0.029609113400038446,3115951.659233294,558.0,248161.5645582062
1 - In State where MJ approvd for med use before intvw,186,0.0010402029154027242,0.00018190274845175184,0.0007320671606511153,0.0014778448517848918,0.4355470011981926,0.06076150138538317,0.31958587956172285,0.5590153279434191,0.00221101098688924,0.00038733052031761925,0.0015549804176753074,0.003142943007125968,271533.831532519,49.0,47061.54705371847
1 - In State where MJ approvd for med use before intvw,187,0.0017588778624617384,0.0003097705903251265,0.0012347069645276447,0.0025050172281555552,0.4398887052817553,0.05745312340435976,0.3296043248352485,0.556445283341728,0.003738595826751305,0.0006607423770028476,0.002620894475275103,0.00533040240660163,459136.230172031,94.0,79520.48641170927
