STATE MEDICAL MJ LAW STATUS AT TIME OF INTERVIEW,WEIGHT IN POUNDS - RECODE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
In State where MJ approvd for med use before intvw,110,0.003948429300312113,0.00046647294878619707,0.0031170822513591563,0.005000390081909027,0.3947369656587555,0.03301597349062457,0.3309565703790692,0.46231530582793595,0.012057693749877776,0.0014184532185912966,0.009526496891544844,0.015251075753184436,1013949.87,375.0,120015.52424160011
In State where MJ approvd for med use before intvw,111,0.0002900872184682271,8.920649821784354e-05,0.0001568065075209517,0.0005365916394374225,0.27578860527353954,0.07965758672333016,0.1463871219795196,0.4581793824238977,0.0008858669042819838,0.0002723910680651303,0.00047883997591840197,0.001638310627968446,74493.9,36.0,22876.410063696618
In State where MJ approvd for med use before intvw,112,0.0013248930417406218,0.0003422470132190633,0.0007901469306376819,0.0022207338603092226,0.4008515063029766,0.06933309135778351,0.2730163690299665,0.5437715067613704,0.004045951778189281,0.0010340337547890682,0.0024255171249797096,0.006741647093501619,340230.26,79.0,88185.86904673674
In State where MJ approvd for med use before intvw,113,0.000525459896929693,0.0001228655089789982,0.0003291472803364957,0.0008387605927067882,0.31900684540861396,0.06239339921530213,0.20868991956933405,0.4541692561115399,0.001604646818551303,0.0003702225618973636,0.001011312779358681,0.0025452011797694385,134937.2,62.0,31696.244944535625
In State where MJ approvd for med use before intvw,114,0.001101263627095035,0.0003093297006294383,0.0006277939719220674,0.0019311246231151049,0.4533636507056401,0.08299880028610118,0.29796512548424003,0.6184154938464216,0.0033630333845263197,0.0009324292422946618,0.0019305575391389412,0.005852175601990919,282802.61,58.0,79546.38334291572
In State where MJ approvd for med use before intvw,115,0.004472282527629021,0.0006571463634619911,0.0033327692915035233,0.005999063686476764,0.32848217071561997,0.04130310972420251,0.25169238306438163,0.4156857176284165,0.013657434128760358,0.0019769744538220974,0.010218534028283545,0.018232328072537028,1148474.48,346.0,171087.53596103252
In State where MJ approvd for med use before intvw,116,0.0007666354957808415,0.0002308144723806112,0.0004197493031216465,0.0013997914263234258,0.304339322378248,0.0743264375693112,0.1781468217640079,0.4689191847365267,0.0023411476622312573,0.0007117943975778433,0.0012739466214410958,0.004298508579869929,196870.68,66.0,59289.48204640348
In State where MJ approvd for med use before intvw,117,0.0011838345837421936,0.00026256748745174423,0.0007595747543064983,0.0018446269246294154,0.3683901566280498,0.07849494606505737,0.22900534757588512,0.5338674416522706,0.0036151881610616806,0.0007915813965400623,0.002332303424248354,0.005599763609689479,304006.69,93.0,67957.76852088141
In State where MJ approvd for med use before intvw,118,0.002016758217103088,0.00037036297128152917,0.0013965852355241205,0.0029115246402776113,0.4590091852967079,0.051159643552054,0.3597521729923023,0.5616289708130617,0.006158766207984609,0.0011372711577324536,0.0042551423990163624,0.008906397218612753,517900.05,130.0,95260.29980059847
In State where MJ approvd for med use before intvw,119,0.0006176184176320839,0.00024846744328345865,0.00027616451064027406,0.0013806679623870816,0.34030580744483696,0.09432519045064085,0.18207101172362797,0.544510674369215,0.001886080050490738,0.0007623453809292754,0.0008398841975527877,0.004229945379692354,158603.35,43.0,63597.08440120586
In State where MJ approvd for med use before intvw,120,0.0076869604693071535,0.0007240516276692011,0.006366078813798739,0.009279349080389776,0.36866730975450185,0.02549581067282884,0.3192865297052356,0.42096235036796187,0.023474401630794235,0.0021269015938027145,0.019575930738228293,0.028126965109896474,1973998.26,608.0,190865.1869700355
In State where MJ approvd for med use before intvw,121,0.0004608415524371165,0.00011162549865907017,0.00028386359142978734,0.000748075856074223,0.2586796512018944,0.05584051965582315,0.16310347892467356,0.3845288499173404,0.001407315639681265,0.0003424028063183037,0.0008649052157978923,0.0022891100823381363,118343.32,44.0,28626.48954423857
In State where MJ approvd for med use before intvw,122,0.0009962260483840778,0.0002630729622236649,0.0005873605680791078,0.0016892243676951378,0.32430717787510505,0.07358911399631475,0.1968990573095198,0.48442863020022875,0.0030422701493266193,0.0007921437726296006,0.001806547345409313,0.005118923059079738,255829.13999999998,60.0,67897.80613031176
In State where MJ approvd for med use before intvw,123,0.0010147062730979468,0.00018446001510863784,0.0007053311381278734,0.0014595825498431806,0.3017924019238333,0.05085809140798829,0.21055702400503518,0.41193228472801163,0.003098704967600088,0.0005593201064000528,0.0021592214112498096,0.004445139588604098,260574.83,103.0,47737.03324253719
In State where MJ approvd for med use before intvw,124,0.0009394016422562212,0.00024333253955588122,0.000559475878651067,0.001576918208080767,0.29679351743187893,0.062344387138793395,0.18844636331783984,0.4341127078199932,0.002868740060652064,0.0007352489901181305,0.0017175207935825473,0.004787897311683116,241236.73,71.0,62438.21528730382
In State where MJ approvd for med use before intvw,125,0.007132083825997742,0.0006482483388479061,0.005945774413192197,0.008553050823094736,0.4036658998431949,0.029618383360556843,0.3460761542804392,0.4640384520293398,0.02177992209852651,0.0019089202633085097,0.01827158825554199,0.025944090153379652,1831506.89,498.0,170422.27694961271
In State where MJ approvd for med use before intvw,126,0.0011513867034040773,0.00025478958863546866,0.0007395040768709681,0.0017922647140809743,0.3470259061718999,0.06692780832353752,0.2274191262761789,0.48966796234557164,0.0035160989855460493,0.0007690125869077008,0.00226952319723955,0.0054436428294631824,295674.13,72.0,66061.29662668983
In State where MJ approvd for med use before intvw,127,0.0012428917929495683,0.00032434595852993844,0.0007373430811401196,0.0020943362514681337,0.3403843112387591,0.06677083304248996,0.22158551845001276,0.48332778156557854,0.0037955367726700225,0.0010065406967403935,0.002232033000615252,0.006447173376474671,319172.48,83.0,82797.1714806128
In State where MJ approvd for med use before intvw,128,0.002303861809718485,0.0004454689739221353,0.001564649255868266,0.003391126339461527,0.361232802842019,0.053056181658770254,0.26309242162825924,0.4725083136797953,0.007035521730483765,0.0013643336378649168,0.0047712195313087515,0.010363215965129126,591627.76,141.0,114536.16206984674
In State where MJ approvd for med use before intvw,129,0.0005529610541872299,0.00010440088586133543,0.00037902029991248486,0.0008066626309338688,0.24091251976147735,0.04820057400787467,0.15777094365650537,0.34967717092108885,0.001688629715738394,0.00031803158981405375,0.0011584476012827087,0.0024608603623070754,141999.44999999998,54.0,26701.929197728394
In State where MJ approvd for med use before intvw,130,0.008919768822614365,0.0006966612786013853,0.007628843523713158,0.010426844620603223,0.3543351030287907,0.02010391801233208,0.31522334875687585,0.39549691123831776,0.027239145645659702,0.00216161131020477,0.023233207308959333,0.03191323243915515,2290581.33,712.0,174707.90640473514
In State where MJ approvd for med use before intvw,131,0.00022346586215101126,0.000101289379140386,9.024454353636442e-05,0.0005532431080037433,0.22891623025412944,0.09354573063147771,0.09325484738716887,0.4614873400151173,0.0006824189378688648,0.00030976039666655406,0.0002751909854750789,0.001691243853786196,57385.65,16.0,26029.116373935944
In State where MJ approvd for med use before intvw,132,0.0021703484566466006,0.0004523862272932362,0.0014301529854198174,0.003292379226778395,0.38297269761119906,0.05868169194333082,0.274146622630722,0.5049462907084217,0.006627799317236343,0.0013910233639700753,0.004353334455886443,0.010078563441073898,557341.76,119.0,115164.98411391981
In State where MJ approvd for med use before intvw,133,0.0011440671840968369,0.0005348891512898291,0.00044888388685982366,0.0029127385946872094,0.4361701682276646,0.12079582503874188,0.2245678335487714,0.6738835151434466,0.0034937466739075854,0.001634815875486044,0.0013686590653796743,0.008889041998767413,293794.49,50.0,137421.42542420776
In State where MJ approvd for med use before intvw,134,0.0008503906893119378,0.00018049960496050908,0.0005561599363851515,0.0013000787443690212,0.2852728668424199,0.04819995201649553,0.19919657582696076,0.39041073855531616,0.0025969188554700157,0.0005585647809981162,0.0016885610809505467,0.003991971753660068,218378.87,72.0,46333.33973829536
In State where MJ approvd for med use before intvw,135,0.009940617699056799,0.000972761715233864,0.008171928927601307,0.012087446781482727,0.4065684592580114,0.028255289937827832,0.3515061739014132,0.46408350367988316,0.030356608864787544,0.0028356771110743164,0.025169857827504288,0.036572094607169627,2552733.57,604.0,253027.27150570095
In State where MJ approvd for med use before intvw,136,0.0007767656257662933,0.00021670981794282904,0.0004445107655225442,0.0013570311686472382,0.26263066255994383,0.06190875650537113,0.1581837553015909,0.403025159922191,0.002372083002773223,0.0006642452393952616,0.0013543485834247866,0.004151421602922124,199472.08,64.0,55472.52382774557
In State where MJ approvd for med use before intvw,137,0.001476725208790657,0.0003685483425666265,0.0008962398048096398,0.002432269811832345,0.3384460678307428,0.061448505040291604,0.22807724880693062,0.46972373147892693,0.0045096160944086165,0.0011055041687433942,0.0027604280176893718,0.007359025033795531,379220.5,74.0,95151.62162974628
In State where MJ approvd for med use before intvw,138,0.0013077720940209568,0.0001954507236894791,0.0009697868123958688,0.0017633424158357584,0.2664952639416094,0.03534498089274254,0.20194821848919947,0.34281085874637235,0.0039936679132369386,0.0005907037245322382,0.002970369735050109,0.005367596446860143,335833.63,105.0,50628.56795639494
In State where MJ approvd for med use before intvw,139,0.000573684323482063,0.0002331520000669874,0.00025442031333468886,0.00129306447166099,0.29858078962166246,0.09589867021118505,0.14554150058607548,0.5154641427457509,0.0017519143323918036,0.0007052683870360348,0.0007827093478652858,0.003916552049414595,147321.15,34.0,60011.30879916468
In State where MJ approvd for med use before intvw,140,0.009657063429220115,0.0007396577089502372,0.00828439085468633,0.011254598233158006,0.3282117790725397,0.019117649217025856,0.29116732095600806,0.3675256077508867,0.02949069224652856,0.00238072371702252,0.02508370601386489,0.034644432889138745,2479917.32,658.0,184148.99976873945
In State where MJ approvd for med use before intvw,141,0.0005962519197407271,0.00018923763382454908,0.0003159907863634026,0.0011248048675557183,0.4156190086454656,0.09247643846541878,0.24929103321064108,0.6036815368173999,0.0018208311455499746,0.0005749348946215429,0.0009679186851025964,0.0034227397343732885,153116.47,37.0,48674.6488289099
In State where MJ approvd for med use before intvw,142,0.0014133075732546863,0.000251142472503168,0.000990449259773498,0.0020163348907862783,0.3479165806505252,0.050700062531395466,0.25441020810892934,0.4548255492780133,0.004315951634575524,0.0007810993344720127,0.003004322015454455,0.006196654599380791,362934.96,83.0,64573.955098284016
In State where MJ approvd for med use before intvw,143,0.0011786144943492522,0.00021388043924807965,0.0008197802582871748,0.0016942513290100654,0.3415679748993179,0.05912306346377814,0.23466286923536459,0.4674305280941575,0.003599247078048722,0.0006534341280962117,0.0025026842221064194,0.005173782050064682,302666.18,85.0,55192.873896804835
In State where MJ approvd for med use before intvw,144,0.0010733058857901412,0.00043309531931131246,0.0004787008483549925,0.0024047062480949464,0.3590775893010104,0.10008877285942976,0.19010872870851717,0.5721342069434742,0.003277656173247376,0.001308677126795942,0.0014735099581285333,0.007274681999447079,275623.11,48.0,111577.74194427444
In State where MJ approvd for med use before intvw,145,0.009861228266780908,0.0007514095332566218,0.008466195363127286,0.011483468047923825,0.353238002996421,0.024299115680678256,0.30627587939274686,0.4032155947558473,0.03011416981154587,0.002281277604850081,0.025871062478741803,0.03502816437231865,2532346.5,589.0,194381.983114497
In State where MJ approvd for med use before intvw,146,0.000797362648111742,0.0001939448682251133,0.0004901396829187555,0.0012969052396607224,0.2900846519930274,0.0643007690296587,0.17952917262814228,0.4328076062546174,0.002434982087120809,0.0005905970655080149,0.0014985943713367008,0.003954149027721309,204761.36,49.0,49589.87750333127
In State where MJ approvd for med use before intvw,147,0.00167608226500912,0.0003729672552270859,0.001073798271033631,0.002615297608747747,0.3775940987474754,0.07678495913050766,0.2398846043098394,0.5383661769639793,0.0051184116806862745,0.0011470460808442984,0.0032678283511369203,0.008008566789313712,430415.05,92.0,95105.47496052843
In State where MJ approvd for med use before intvw,148,0.002017758652135979,0.0003944116515525609,0.0013645879005726284,0.002982640947937298,0.3345738971799231,0.05991440074362084,0.22690303119486244,0.4627546447110371,0.006161821331509878,0.0012251304293626863,0.004138070234364105,0.009166191779028979,518156.96,107.0,100573.06449696858
In State where MJ approvd for med use before intvw,149,0.0006923879202879862,0.00022773269370010525,0.0003585644258958782,0.0013365855548790639,0.413997892151197,0.0961535916995281,0.24227242825478368,0.6095297744702453,0.0021144107856476972,0.0006908523683929087,0.0010994832076556145,0.004062402901291454,177804.03,38.0,58784.615446440584
In State where MJ approvd for med use before intvw,150,0.011457503028185146,0.0009916052988610206,0.009634612763903217,0.01362054484685434,0.3288792747716369,0.021839325675031367,0.2867581238836677,0.37394369109660547,0.03498886573484632,0.0029602165119340267,0.02952695616242741,0.04141800205888226,2942267.12,694.0,258986.13774328888
In State where MJ approvd for med use before intvw,151,0.0004983679713782262,0.00030424894323181467,0.00014692443761591209,0.001689044994828226,0.33655271668802356,0.14894316509995006,0.11784459590258399,0.6582740567230808,0.001521913631111869,0.0009304700160346527,0.00044764018547003323,0.005160980647204561,127980.04000000001,17.0,78137.33106632579
In State where MJ approvd for med use before intvw,152,0.0015339781224543018,0.0003647988329903669,0.0009531526392763884,0.002467868663523536,0.3238137100984608,0.06701567526917923,0.20611195023061807,0.4690203648286591,0.004684454757263705,0.0011190349559952607,0.0029036012772504943,0.007549281898982824,393922.95,69.0,92971.12045257227
In State where MJ approvd for med use before intvw,153,0.0005577773246828502,0.00012907061128642164,0.0003510876831288769,0.0008860398510789925,0.25354829068693374,0.05767414711513775,0.15586365828960674,0.3845639690708931,0.0017033376186121193,0.00039729639230946286,0.0010680863361988114,0.002715381703271909,143236.26,49.0,32955.99304357859
In State where MJ approvd for med use before intvw,154,0.001564473341771466,0.000267420971121405,0.0011113208365392902,0.002201996111172067,0.37475198642425595,0.05032577113152901,0.28059578307071614,0.4794466743225653,0.004777580906270009,0.0008297814242607196,0.0033745397146358017,0.006760011420357588,401754.07,67.0,68364.44712648746
In State where MJ approvd for med use before intvw,155,0.0062405045048036555,0.0005608302442882985,0.005213231071732269,0.0074686836248408495,0.3010960755610567,0.02482603571828169,0.25387214429841704,0.352948995623858,0.019057221603969745,0.00165856739203655,0.016007863449243764,0.022674070757995234,1602550.85,367.0,145137.85276954426
In State where MJ approvd for med use before intvw,156,0.0017342085489937987,0.00039943260637045967,0.00109381577494343,0.002748498384130079,0.33461838381273995,0.0669682286441101,0.21601897577882603,0.4785827509432725,0.005295917437481838,0.0012153813616154758,0.0033447615409851156,0.008375708626790096,445341.78,86.0,102201.70224343527
In State where MJ approvd for med use before intvw,157,0.0008624170936487834,0.0003218142243741557,0.0004087607135460038,0.0018186405445200474,0.26050695308306016,0.08370238269426898,0.12870541160491894,0.45655565799322506,0.0026336450291903914,0.0009859807580943109,0.0012447241876317465,0.0055637544344685165,221467.23,51.0,82495.62142558295
In State where MJ approvd for med use before intvw,158,0.0022505810799141697,0.00047733380272536874,0.0014722045558146308,0.0034390794880207213,0.46180867527286146,0.060504213121515174,0.3452442297035263,0.5827039532605262,0.006872813302932679,0.0014528587608806712,0.004500488328930116,0.010482484987497894,577945.36,99.0,121703.35029218055
In State where MJ approvd for med use before intvw,159,0.0006781083466919409,0.00017209494467316656,0.0004081291034622169,0.0011264788145447,0.3058806092027669,0.07552526484054997,0.1778486583881925,0.47304947050915197,0.002070803894855365,0.0005170604409418611,0.001256412556762826,0.0034112707911824773,174137.06,35.0,44278.934436862866
In State where MJ approvd for med use before intvw,160,0.011662018218553963,0.001117070929402707,0.009626608584349742,0.014121649861324222,0.3259261172188903,0.024173091089634127,0.27953709231477103,0.3759958144661283,0.03561341320552541,0.003354996744004941,0.029478603724340996,0.04296841662092271,2994786.27,645.0,292044.68566983426
In State where MJ approvd for med use before intvw,161,0.0006744568036041197,0.00024854595098436447,0.0003226689207099087,0.00140923867940349,0.3916503495368118,0.10288593777301232,0.21346709088589816,0.6042944577783743,0.0020596528307438838,0.0007512993021818606,0.0009924803513709996,0.004269407149686315,173199.35,19.0,64074.388054559684
In State where MJ approvd for med use before intvw,162,0.0007352523421824123,0.00020481685476426067,0.00042111317682955353,0.001283430036876838,0.2811101128110203,0.05975203236674689,0.17793535008502048,0.4139827954221841,0.0022453099439351944,0.0006219216004408259,0.0012898133230018545,0.0039058723383052405,188811.54,43.0,52687.28761876436
In State where MJ approvd for med use before intvw,163,0.0009778629584091811,0.00022449606154091115,0.0006177325473308879,0.0015476198050842747,0.31480091193825593,0.06150551604867331,0.20617493676205123,0.44833507679897616,0.00298619303653616,0.0006918108823233009,0.0018781990730266445,0.004744711660441116,251113.53,54.0,57467.82749928259
In State where MJ approvd for med use before intvw,164,0.0014425210861893597,0.0005367551884714873,0.0006850757430476984,0.0030348829717263457,0.4225039671093844,0.09974483192479729,0.24411977263552118,0.6236849085100941,0.004405163715008759,0.0016385152225135862,0.0020913073717339897,0.009255363983791435,370436.94,55.0,137693.29936403732
In State where MJ approvd for med use before intvw,165,0.010203778179993081,0.0007351222044878702,0.008833455178340244,0.01178415033902472,0.3265809627146471,0.02149052168977675,0.2851304568948278,0.37093061792376714,0.03116024703198213,0.002215052744276937,0.027021681872017603,0.035909269993958506,2620312.73,540.0,184907.2580869629
In State where MJ approvd for med use before intvw,166,0.000611142634491503,0.0001591539495662861,0.0003629778991915287,0.001028800756373648,0.33477216328633774,0.0711304705721861,0.20989208437884077,0.48805657684581816,0.0018663043361595805,0.00048366614583485456,0.0011111057667413586,0.0031331877277383626,156940.38,32.0,41015.273324984686
In State where MJ approvd for med use before intvw,167,0.0009955204751342648,0.0003445176494691222,0.0004981169241093634,0.0019886269999674685,0.3209798601194587,0.07930659245949603,0.18586204353263136,0.49464528423724474,0.003040115473247278,0.0010492175637255713,0.0015234221738026766,0.006057641958949949,255647.95,63.0,88554.58757898262
In State where MJ approvd for med use before intvw,168,0.0020124766464415197,0.0003589650110018076,0.001408406705365335,0.0028748881337884603,0.32529294335618575,0.05005576298044845,0.23401879175752546,0.4320851761450075,0.006145691168803441,0.0011041043206834215,0.004288907248313932,0.00879922331593546,516800.55,87.0,91314.77873951565
In State where MJ approvd for med use before intvw,169,0.0010848685019816543,0.00040995596597964896,0.0005093247360281843,0.0023092817657457756,0.4826288944181574,0.10768174691992988,0.28249159596540613,0.6884989450858918,0.0033129660330373494,0.0012361211630708365,0.0015695160397884143,0.006979537120178332,278592.37,45.0,105327.9482145062
In State where MJ approvd for med use before intvw,170,0.01053089496828854,0.0009755664126079598,0.008748101108971652,0.01267236337771633,0.325379645133736,0.024181579814918006,0.2789822078513487,0.3754750851622736,0.032159194652343084,0.0030042731941387073,0.026663254079497056,0.038742889271667594,2704315.76,558.0,250811.69857724142
In State where MJ approvd for med use before intvw,171,0.000290956383153686,0.00011297104953943809,0.0001338124435808422,0.0006325270862776196,0.22723970805498403,0.1022482381837499,0.08403973200566561,0.4851934274170043,0.0008885211550734679,0.00034365205302021995,0.00040981143525256717,0.0019253451133747137,74717.1,17.0,29027.384411861847
In State where MJ approvd for med use before intvw,172,0.0025173999965076867,0.000605179074583932,0.0015559836170159983,0.004070437771225269,0.3627252657754384,0.06255031564124662,0.24883556985765684,0.49443071908202774,0.007687623582732927,0.0018638022549144755,0.004729762339590517,0.01247206860373413,646464.0,68.0,154537.65978191403
In State where MJ approvd for med use before intvw,173,0.0009631234128926772,0.0002719930872475969,0.000547386044075227,0.0016940763435882873,0.3059991617354153,0.0722896340269432,0.1824550607837975,0.4655597134385433,0.002941181485781955,0.0008164842128523495,0.001687316026801979,0.005122029329236844,247328.44,26.0,70024.90448069602
In State where MJ approvd for med use before intvw,174,0.0011045345212222664,0.00032767699803622126,0.000610085518954825,0.0019989124124687473,0.34843095826465365,0.08168615054288883,0.2065796424660542,0.5234279872485381,0.003373022024736064,0.0010087472297854393,0.0018535304816164055,0.0061305152192764785,283642.57,33.0,84394.25153607976
In State where MJ approvd for med use before intvw,175,0.01049738917589801,0.0010463198203309301,0.008598181020485247,0.01281068291900671,0.34772973782279293,0.023285106464645274,0.3027181409569775,0.39563666711532025,0.03205687483026597,0.0032747909512147563,0.026115317089452427,0.03929566703388092,2695711.53,425.0,266248.20349219436
In State where MJ approvd for med use before intvw,176,0.001079508964616552,0.00024113569385738796,0.0006904550412883784,0.0016874147431218723,0.3241489927021823,0.05982009817989355,0.21738644648198954,0.4529951204098001,0.003296599104500901,0.0007427004727541671,0.002100021712077306,0.005171444442735914,277216.05,68.0,61301.01029071136
In State where MJ approvd for med use before intvw,177,0.0003729362922383045,0.0001670954898936115,0.00015217835086785375,0.0009136447127630023,0.19151997358659642,0.07421565105165949,0.08325531781020526,0.38191905517792996,0.0011388709935034012,0.0005120525624302397,0.00046316401098739774,0.0027976034140335666,95769.4,27.0,42789.65605363053
In State where MJ approvd for med use before intvw,178,0.0018456995586710778,0.00042512817685037347,0.00116410384161929,0.0029252083734201597,0.3246108306542025,0.058808785772903216,0.21939013930173804,0.4511314496429816,0.00563638812805417,0.0012758519486341434,0.0035821156386575937,0.0088582719600119,473972.48,65.0,110315.7361388338
In State where MJ approvd for med use before intvw,179,0.0006606710027774122,0.00034111474277063173,0.0002351477308230842,0.0018547925000678622,0.38296535848730706,0.133440224877691,0.1670683393227633,0.6575932885240636,0.0020175538207775384,0.0010326310473423798,0.0007241998829507827,0.005607755900839161,169659.18,27.0,87855.70312259757
In State where MJ approvd for med use before intvw,180,0.014946533425885509,0.0009489765351628222,0.013162346833934987,0.01696841208439536,0.3613362111765595,0.01870026348201578,0.32483051449545486,0.3995169036507894,0.045643649401900896,0.003037890404494674,0.03993786345076963,0.052120347318299315,3838244.14,643.0,234744.9953197823
In State where MJ approvd for med use before intvw,181,0.0010078047861786278,0.00034201447697388565,0.0005110714405027032,0.0019863761297311986,0.5622853049351045,0.11171451809858945,0.3413022332711756,0.7610383249209457,0.0030776292411877253,0.001045522342656349,0.0015590071043496787,0.006066546537485728,258802.54,25.0,88198.29979037125
In State where MJ approvd for med use before intvw,182,0.001054276358340919,0.0002637043705402577,0.000639167267537276,0.001738510296480277,0.267431936229793,0.06208744691164543,0.1622454026202711,0.4076310626798937,0.0032195438970140204,0.000801490274224246,0.001956062165310688,0.005294818307941381,270736.36,43.0,67560.465720806
In State where MJ approvd for med use before intvw,183,0.0004316224709294134,0.00015043107370770145,0.00021493032567037633,0.0008665936589279687,0.16034650091072375,0.05122213166428869,0.08191060232666397,0.290153620589808,0.0013180865539674216,0.00046190794159738124,0.000653730612899393,0.0026558022133509585,110839.91,21.0,38629.060681268194
In State where MJ approvd for med use before intvw,184,0.0007870820887723508,0.00022237801988137591,0.0004472303771211364,0.0013848303420505282,0.28273604268553154,0.0761957711354582,0.15676562515022294,0.45527802795708266,0.002403587366166321,0.0006865764626786388,0.0013569724599196856,0.004254003834174803,202121.33,28.0,56713.77984316069
In State where MJ approvd for med use before intvw,185,0.008895221072939231,0.001099881006501688,0.006944339797856253,0.01138788071869589,0.3330896523453674,0.03035423800847715,0.2753645690985216,0.3962977854015139,0.027164181849851577,0.0033001210383115215,0.021287586824270354,0.03460569307537157,2284277.51,401.0,285123.3414842312
In State where MJ approvd for med use before intvw,186,0.0005945734817356799,0.0002327104780718465,0.00027172859148264807,0.0013004963416226854,0.2815581374210988,0.08614186273661273,0.1432483156270893,0.4787819659012902,0.0018157055399220827,0.0007035783169929071,0.0008360541373612115,0.003938744177340242,152685.44999999998,29.0,59875.09519702244
In State where MJ approvd for med use before intvw,187,0.0010574430851055339,0.00030483951030100826,0.0005939629987318376,0.0018819040603909756,0.30550382408028043,0.07419198004820189,0.1793602372089207,0.46959736058558854,0.003229214431450144,0.0009256462704087915,0.0018192321111270705,0.0057257246103067806,271549.57,40.0,78431.91169980686
In State where MJ approvd for med use before intvw,188,0.0010770647894083301,0.00032491000546827414,0.0005889951478733916,0.001968775638379474,0.27031410233919473,0.07146924534473294,0.15215287784339673,0.43333811084760504,0.0032891350944122674,0.0009786789736899904,0.0018129471995080042,0.005960128449520952,276588.39,38.0,84031.63017555294
In State where MJ approvd for med use before intvw,189,0.0008347839261634817,0.0002418834738282244,0.00046752756160972777,0.0014901006612611516,0.22452537479010748,0.06085379558624775,0.12580145081949778,0.3681014174458663,0.002549258999826637,0.00073739275621597,0.0014288145500086663,0.0045443324674040225,214371.08,40.0,62177.526588564135
In State where MJ approvd for med use before intvw,190,0.009232354010707851,0.0008315258698211413,0.007709178322251577,0.011053125745220061,0.33888097718043947,0.0219137279281404,0.2965174819658209,0.3839932288316615,0.028193716737633226,0.0024846685491298993,0.023626995411592765,0.03361272540338344,2370852.67,414.0,215907.6394478072
