STATE MEDICAL MJ LAW STATUS AT TIME OF INTERVIEW,WEIGHT IN POUNDS - RECODE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
1 - In State where MJ approvd for med use before intvw,121,0.0008175865828615747,0.0002162348083266574,0.00048060072431860236,0.001390530231973885,0.41216802041908324,0.06452846717411055,0.29111926812768546,0.5448625506228435,0.0019454979455488706,0.0005185718671314876,0.0011387162954543699,0.0033219841833346366,212369.4175484333,60.0,56143.32738643748
1 - In State where MJ approvd for med use before intvw,122,0.0014397696980362345,0.00024343355074304057,0.001025115495456177,0.002021810039605338,0.5084451521133913,0.05308000231181312,0.4030446035019801,0.613100240292155,0.0034260212292002105,0.0005803987888822706,0.0024374522476119046,0.004813594114787673,373982.47303136997,79.0,63601.429332926295
1 - In State where MJ approvd for med use before intvw,123,0.0016109673617201049,0.00024419264380879296,0.001188042444707955,0.00218411785210991,0.4626011995417868,0.05470860315138176,0.35620133959267464,0.5725198772296981,0.003833396680267425,0.0005756914467823314,0.0028347431273314377,0.0051820382530684255,418451.338940281,96.0,63423.762239458156
1 - In State where MJ approvd for med use before intvw,124,0.0013777138821939809,0.0002643359631720619,0.0009370314377674062,0.002025227537277929,0.40608691439047556,0.05935870442414532,0.29431728109854544,0.5285129828030066,0.003278355569365252,0.0006260010184520607,0.002233554750730218,0.004809532139567653,357863.375993615,80.0,68852.82888669409
1 - In State where MJ approvd for med use before intvw,125,0.0068087019574563715,0.0004469568987702731,0.005967288643114831,0.007767831030667281,0.4077304708272926,0.023028962949363303,0.3624147914464728,0.4546716938655204,0.016201728291239184,0.0010655176231251769,0.014194946552881456,0.018486894381361092,1768571.181666153,536.0,121487.25690252776
1 - In State where MJ approvd for med use before intvw,126,0.001412265946816217,0.00028771820861884546,0.0009379035239039209,0.0021260355726336563,0.46306471272044447,0.06271275124792947,0.3419482065362441,0.5887021754688588,0.003360574348569966,0.0006833664857694323,0.00223318432009357,0.005054227502726065,366838.329830599,91.0,74627.3290680521
1 - In State where MJ approvd for med use before intvw,127,0.0017375039941647493,0.00021649333385291295,0.0013527404606793732,0.002231462292785978,0.4550787260289214,0.05252733497797545,0.3530585152677682,0.5610144661488242,0.004134498439540556,0.0005198297237435569,0.003211404283409205,0.005321512570070213,451319.430826959,121.0,56419.75079478383
1 - In State where MJ approvd for med use before intvw,128,0.003010369912123807,0.0003402921866576574,0.0023987390206460257,0.0037773640438092324,0.44863465218717735,0.03445957133092202,0.38083675876022927,0.5183968291203083,0.007163361779838053,0.0008131705712406403,0.005701889491063331,0.008996040212211346,781948.381057646,154.0,88306.76299447237
1 - In State where MJ approvd for med use before intvw,129,0.0014471309744127638,0.00027378047069224006,0.0009895491982072342,0.0021158569999808886,0.5701538989788835,0.07044749725632468,0.42680987894606387,0.7026265895982268,0.003443537842568583,0.000645625642835731,0.0023624507175734437,0.005016856204699798,375894.5762988,56.0,71215.78799325018
1 - In State where MJ approvd for med use before intvw,130,0.01110763210700261,0.0007512213999368552,0.009695794549749134,0.012722411011296689,0.4500806772817377,0.02060775292830189,0.409126090732302,0.49172320123318,0.026431299017225938,0.0017864691280992217,0.02307044979521211,0.030266580419769804,2885225.137440654,820.0,198056.63693295745
1 - In State where MJ approvd for med use before intvw,131,0.0003431629171766996,0.00010603459806118189,0.00018447653639069468,0.0006382638936406653,0.32936750312979635,0.09858911848069618,0.16693002436662252,0.5462297509510448,0.0008165774296578217,0.00025226290706424257,0.00043899766371819005,0.001518418395081157,89137.11449369,23.0,27447.689056326068
1 - In State where MJ approvd for med use before intvw,132,0.002420175878471813,0.00039957950842426304,0.0017368971093309985,0.003371342225487118,0.45367469958093787,0.04550086344385377,0.3648061552348272,0.5455969052594936,0.005758958498259787,0.0009488107974301718,0.0041352744423256895,0.008015038725301744,628644.540468012,117.0,103581.67840785037
1 - In State where MJ approvd for med use before intvw,133,0.0010762550262310025,0.0001900054571404315,0.0007548997553414847,0.0015341988364644377,0.42057186857915435,0.060913473971325516,0.30523552142369054,0.5452847431348401,0.002561015538061454,0.00045239608552014683,0.0017958052405520732,0.003651096847209209,279558.957846731,83.0,49487.266414300466
1 - In State where MJ approvd for med use before intvw,134,0.0014955389485276022,0.00026192104817360955,0.0010519390324085472,0.0021258056971295617,0.39804798937810365,0.0519839104456134,0.29956417532227647,0.5055407172095019,0.003558727617159767,0.0006288891272151015,0.0024949160346483122,0.005073832419375043,388468.624702929,92.0,67376.83413350189
1 - In State where MJ approvd for med use before intvw,135,0.009236934930271548,0.0006014451616343378,0.008103939276408309,0.010526651391568874,0.39921580530931516,0.0197660980285235,0.3602533611983119,0.43949725767321873,0.02197985914484419,0.0014391569571924436,0.019267649843031177,0.025064095323160555,2399308.565227118,650.0,156887.1323480159
1 - In State where MJ approvd for med use before intvw,136,0.0011151709017698103,0.00022373161385105407,0.00074524673436059,0.0016684107433623707,0.41720556100414063,0.054692506571697386,0.31301609770689326,0.5293525311579869,0.002653618275798412,0.0005275624721179284,0.0017796531078069313,0.003955076183095846,289667.418522098,73.0,58371.31150692183
1 - In State where MJ approvd for med use before intvw,137,0.001987560502744174,0.0003130291485253865,0.001448432255601969,0.0027268123958489447,0.4513794584129778,0.05063465534048434,0.35301948777603165,0.5536910867610305,0.004729523399477749,0.0007432257914975395,0.0034486181626487383,0.006483094616622118,516272.007342269,106.0,80898.80212639373
1 - In State where MJ approvd for med use before intvw,138,0.0029450734291913976,0.0003889044664777958,0.002258730836836575,0.00383916700746468,0.47212468105423516,0.038580480236421945,0.39590716656680824,0.5496642208856133,0.007007984751814982,0.0009213484643466698,0.005380366717724907,0.009123458082273658,764987.51557991,140.0,101106.6782662569
1 - In State where MJ approvd for med use before intvw,139,0.0010783065088401046,0.00019275372464749814,0.0007529833817856394,0.001543966873704025,0.450436278057252,0.07153501987181896,0.3144619649265557,0.5942407725943257,0.0025658971680747157,0.00045867372905957236,0.0017916110305559083,0.0036735774855203678,280091.833723046,69.0,50041.441084520695
1 - In State where MJ approvd for med use before intvw,140,0.013207291126986612,0.0007688811133673945,0.0117487852385266,0.014844137749976376,0.4555996972813474,0.01836746404751357,0.41901658322520546,0.4926683248483362,0.03142756778601472,0.0018241913829399122,0.02796315091826102,0.03530560934636665,3430614.913241087,818.0,198646.33918149208
1 - In State where MJ approvd for med use before intvw,141,0.0005563060247093293,0.0001562934508108299,0.00031637949310144383,0.0009780029476354343,0.40469851102065335,0.08393769872563704,0.25242428307793635,0.5778303440161873,0.0013237646640193237,0.0003738696871732786,0.000750531249769966,0.002333794140549547,144501.37627345,29.0,40424.65445825285
1 - In State where MJ approvd for med use before intvw,142,0.0017274011345435277,0.00027274534035121685,0.0012578465633092855,0.002371824326321687,0.416243478316159,0.0578359761884957,0.30655030569920505,0.5349105071699319,0.004110458058926112,0.0006503916411185034,0.0029907825821714434,0.005646938330878966,448695.196943591,105.0,70762.95133765246
1 - In State where MJ approvd for med use before intvw,143,0.0021040046416405936,0.00029913355935015754,0.0015812258642534686,0.0027991379490626906,0.4928855716438459,0.044926704876793434,0.40384140365728444,0.5823834053220683,0.005006609444849591,0.0007124735230056132,0.0037612086942894578,0.006661626308236799,546518.557949556,111.0,77173.3424570273
1 - In State where MJ approvd for med use before intvw,144,0.0010509063785572848,0.0002223282127687591,0.0006870435058778628,0.0016071635615823856,0.362202321759167,0.07277694655731626,0.2317268846111406,0.5167311297566114,0.0025006968598866564,0.0005294729729375669,0.0016341113020386202,0.00382508067393358,272974.60622581,64.0,57283.19316485228
1 - In State where MJ approvd for med use before intvw,145,0.011276725157130334,0.0006129959161874474,0.010109658261860686,0.012576807429859558,0.40593536420170967,0.014976852615865422,0.37624040319378294,0.43633454865245813,0.026833666409898496,0.0014509515041193461,0.02406824536266335,0.029907094825072502,2929147.326625102,731.0,159932.43975743983
1 - In State where MJ approvd for med use before intvw,146,0.0011505837233332324,0.00016528201794591385,0.0008621681694804281,0.0015353328116777417,0.4609988566178875,0.054863770338141174,0.35438740081016,0.5713018647673738,0.0027378852794918804,0.00039501461153557143,0.002048876258984924,0.003657749339334118,298865.955345988,64.0,43440.107234631956
1 - In State where MJ approvd for med use before intvw,147,0.0015505270598698683,0.000273572508578162,0.0010877605050534534,0.0022097331316838385,0.43968101114752334,0.06291652460491998,0.31964401590877534,0.5672143565649198,0.003689575236101312,0.0006514996390831251,0.002587352797566862,0.005258873040944133,402751.87423593,78.0,71228.83445485722
1 - In State where MJ approvd for med use before intvw,148,0.002540500005253794,0.00038453867481273555,0.0018742938151100532,0.0034426883259731657,0.46259260891156506,0.057626065600069054,0.35080625176912716,0.5782705318439589,0.006045277215275646,0.0009155109852470499,0.00445862941891984,0.008191903407889611,659898.9241105082,140.0,98563.08016343422
1 - In State where MJ approvd for med use before intvw,149,0.0007141136499699551,0.00017646500846369253,0.00043468902544176966,0.0011729458394344333,0.35068124637297476,0.07589851818130965,0.2166084654462877,0.513359088768119,0.0016992776887829334,0.0004162805617017739,0.0010387108912644429,0.002778762520228646,185492.158367748,40.0,45971.87251216449
1 - In State where MJ approvd for med use before intvw,150,0.015452393007872024,0.0008146593000680883,0.013898576717867824,0.01717689509170218,0.44385299128722183,0.01689188404080425,0.41023697066479686,0.4779910631749786,0.03676992685644236,0.0019044568356601176,0.03313033815356417,0.040792479601455475,4013783.703892893,891.0,211194.11671692683
1 - In State where MJ approvd for med use before intvw,151,0.0006307312398221545,0.00017125042895882524,0.00036556905400308,0.0010880170654620181,0.5207261614291705,0.08814055361369472,0.3483252858263626,0.6883277862625052,0.001500864076037866,0.00040853618326428193,0.0008685944971897719,0.0025921829088435245,163833.44447974,28.0,44650.53569497171
1 - In State where MJ approvd for med use before intvw,152,0.0015993113498829886,0.00025336486069782053,0.001163347461285455,0.00219829292181886,0.39809321921140467,0.04768524902848225,0.3072227930473528,0.4965756755096798,0.0038056604776954186,0.0006085262790475609,0.002759757342832328,0.005245858775706736,415423.671294217,88.0,66186.88183884365
1 - In State where MJ approvd for med use before intvw,153,0.0015123794190181005,0.0003330737568667249,0.0009716179539677706,0.002353396868741508,0.4659031778283196,0.06882135499785194,0.33356393174262716,0.60322264948189,0.003598800560415109,0.0007957388566567635,0.0023075229821294396,0.005608608089199389,392842.96374454,73.0,86853.70618114158
1 - In State where MJ approvd for med use before intvw,154,0.0017198345762577088,0.00029270284102583154,0.0012217648541886714,0.0024204574013011325,0.48603074895627946,0.05211028868512172,0.3834606880754072,0.5897911039806017,0.004092452964531812,0.0006995399356504455,0.0029025696401654487,0.005767297293115465,446729.77137315,95.0,75096.32201080321
1 - In State where MJ approvd for med use before intvw,155,0.010033531715710947,0.000651765292569454,0.008805500428311666,0.011430851426197042,0.44832382405919463,0.01935833012704262,0.4098334077903212,0.487443444445851,0.023875410566540623,0.001570425274716513,0.02091632277172335,0.027241480650113795,2606225.849452368,527.0,164089.04854872343
1 - In State where MJ approvd for med use before intvw,156,0.0019381011014712735,0.0002514429066329099,0.0014934131646855801,0.0025148685681326034,0.45946907100415146,0.05055931191871262,0.3609201794388023,0.5612931951799688,0.00461183168879957,0.0006038859568745158,0.003544764464007925,0.0059981806189530135,503424.849058608,88.0,64875.55410000251
1 - In State where MJ approvd for med use before intvw,157,0.0012968278541155651,0.0002468145492760308,0.0008847632448557739,0.001900440053030769,0.4289885247338587,0.057457451483235555,0.31927430210030605,0.5461558566729664,0.003085882252472759,0.0005881277763100533,0.002103983962270636,0.00452394058595783,336853.101325583,71.0,64218.566961716424
1 - In State where MJ approvd for med use before intvw,158,0.002617278993463676,0.0003283567191012301,0.00203413384865002,0.0033670360541628187,0.489441806857417,0.046231377877642206,0.39799206232257056,0.5816037603859715,0.006227977576258621,0.0007727936578855887,0.004853216497376926,0.007989038207622265,679842.388628995,118.0,86524.08352302067
1 - In State where MJ approvd for med use before intvw,159,0.0008185441396651313,0.0001982233428039693,0.000503226409434239,0.0013311743521684516,0.4069224007781929,0.07668673122285119,0.266014320952283,0.5650133173424922,0.0019477765113095089,0.00046981458298323014,0.0011996341255962456,0.0031610153945455526,212618.14445382002,39.0,51671.9301998619
1 - In State where MJ approvd for med use before intvw,160,0.016146956782902618,0.0011066472770194249,0.014068304382403665,0.018526967626328227,0.445964491689951,0.020272589593307286,0.40569549085022816,0.48695548158893665,0.03842268440616291,0.0026212864407233077,0.033490445625909,0.04404820417043871,4194197.751096579,872.0,290109.9107568145
1 - In State where MJ approvd for med use before intvw,161,0.0005229569345441493,0.00012942152621766258,0.00031809981325829265,0.0008596291382029838,0.3137068847854355,0.06558635520788476,0.1986548001393166,0.4573617241222067,0.0012444084370920201,0.00030680470093989693,0.0007583019553918059,0.0020414949176392047,135838.89696836998,24.0,33714.57186672489
1 - In State where MJ approvd for med use before intvw,162,0.0016136680772187262,0.00025750547054777435,0.0011710652263089486,0.0022231798702867464,0.38045837180386316,0.052004457143971845,0.28277260975201074,0.4888877301634814,0.003839823200178857,0.000609757125608283,0.002790703872725849,0.005281252972462668,419152.854094063,73.0,66892.60515894472
1 - In State where MJ approvd for med use before intvw,163,0.001692594138906721,0.0002735754449875848,0.0012232812339350273,0.002341537230840906,0.3906733215540384,0.046130660663539484,0.3028598215468506,0.48619121058804055,0.004027632655572348,0.0006467318226536063,0.002916742876827411,0.005559264175457039,439654.024369394,77.0,71363.70459285237
1 - In State where MJ approvd for med use before intvw,164,0.0013894277049706606,0.00021021371003637586,0.0010252622414904657,0.0018826982367603025,0.4017315701365118,0.0510330517173299,0.30475825912109716,0.5070570159432922,0.0033062293366509024,0.0005069879043437593,0.002429455155413049,0.00449799874730727,360906.06012334,64.0,54907.9620128379
1 - In State where MJ approvd for med use before intvw,165,0.012642211649121165,0.0007997846938976457,0.011132565284686384,0.014353604106315882,0.44549032834934477,0.01995476293546313,0.4058475432387235,0.48583902424496994,0.030082926146457405,0.0018811489521278126,0.02652594558832636,0.03410016985910153,3283834.6185317063,669.0,211894.29171544357
1 - In State where MJ approvd for med use before intvw,166,0.0006180228097141564,0.00015900673809302724,0.0003685908842710536,0.0010360747515266422,0.36294682997692085,0.08117739604741374,0.21963777501518333,0.5355859672092584,0.0014706235789644843,0.0003764033253343954,0.0008793558988811523,0.002458473845539692,160532.40951101,40.0,41103.9399104061
1 - In State where MJ approvd for med use before intvw,167,0.0016856924988675021,0.00037541793277386554,0.0010775684322330752,0.0026361047645578352,0.4358299316419427,0.06244919691123266,0.3168604343575213,0.5626762096983079,0.004011209775355524,0.000895341093126249,0.00256103709884846,0.006277366566237056,437861.312372913,85.0,96949.25357979708
1 - In State where MJ approvd for med use before intvw,168,0.002856157174625737,0.0002738697519766838,0.002355684865054252,0.0034625872909788973,0.4547077665679983,0.03911799224097706,0.3778814098776805,0.533752709822986,0.006796403013306093,0.0006460161689297157,0.005614527509237163,0.008225009145831227,741891.37678736,129.0,71506.12656725271
1 - In State where MJ approvd for med use before intvw,169,0.0007227700037425263,0.00018648192149894294,0.0004304281064057887,0.0012134261724251877,0.2871777066041165,0.06792832755923545,0.17141439887825352,0.43963938042573114,0.0017198760190803044,0.00044255931724679543,0.0010255342293467847,0.0028829678234228683,187740.66005223,46.0,48488.180601941756
1 - In State where MJ approvd for med use before intvw,170,0.015778126801553664,0.0008079821214439871,0.014234751828984453,0.017485870877259824,0.46570564118449514,0.016010438233907978,0.4337339236074967,0.49796163264272797,0.037545030606537494,0.0018812710775030503,0.03394381656162629,0.04151189209001683,4098393.5757891443,749.0,214734.82856877745
1 - In State where MJ approvd for med use before intvw,171,0.0005556782820959479,0.00011511031175668567,0.00036652574330873176,0.0008423643061736126,0.3796369145943544,0.06307719830053432,0.26327016359308447,0.5117131739881737,0.0013222709115651282,0.00027589124781237,0.0008695008690188098,0.002010334833617924,144338.31912944998,34.0,29777.887753628907
1 - In State where MJ approvd for med use before intvw,172,0.0026873450667261045,0.00036787412638381983,0.0020411356661153204,0.0035374146997164463,0.4885028480014874,0.04241852808765633,0.40444511974816744,0.5732158726602704,0.006394704140077256,0.0008905521783968114,0.0048332551647909065,0.008456314011771805,698042.16279428,107.0,94544.80106421106
1 - In State where MJ approvd for med use before intvw,173,0.0019091034014408895,0.0003987417681155226,0.0012547949872158115,0.002903606710318483,0.5661267538288404,0.05964141787941432,0.44481619043609505,0.6799994427475532,0.004542829864384472,0.0009494212760104768,0.0029844730305321238,0.006909251244219646,495892.650274055,78.0,103144.77616809963
1 - In State where MJ approvd for med use before intvw,174,0.0007094709560894014,0.00014224506892692584,0.0004742638515035946,0.0010612031673831014,0.3030148753823799,0.059139471705745426,0.19854387852755767,0.43277348923336145,0.001688230110953542,0.00033851569665795605,0.0011284146959654642,0.0025250722832799934,184286.21123513,53.0,36994.21065121178
1 - In State where MJ approvd for med use before intvw,175,0.011631348939841066,0.0007212025790111112,0.010268443690620153,0.01317274164096137,0.44094153118084073,0.019653410207410762,0.4019188956740523,0.4807077067353189,0.02767751567940554,0.0017271415715707625,0.024411805018427622,0.031366053775808374,3021261.419201706,634.0,188578.10898543563
1 - In State where MJ approvd for med use before intvw,176,0.0013910579896890143,0.00026931475821886556,0.0009428067763644185,0.0020519895333529943,0.38525054337941095,0.05889160813926244,0.27552353944976915,0.508032903257946,0.0033101087001785132,0.0006386820857249378,0.002246136096552477,0.004875611866163283,361329.529176444,72.0,70379.03168527152
1 - In State where MJ approvd for med use before intvw,177,0.0007975546795793009,0.00019022920404664496,0.0004939326706426037,0.0012875736904556152,0.3244928413568479,0.0724078054354497,0.19834170707938859,0.4825796919909378,0.0018978307901698107,0.00045142960157270755,0.001176750907289051,0.00305941474106831,207166.09875429,47.0,49457.66230561525
1 - In State where MJ approvd for med use before intvw,178,0.002639778145912593,0.00031448933300692904,0.0020778539015612204,0.0033531557060882842,0.40397537030038466,0.04057690134061201,0.32576181417841066,0.48739287209609444,0.006281515703942609,0.0007604884861844448,0.004924718078184454,0.008009112799817388,685686.57932521,125.0,80319.22081828798
1 - In State where MJ approvd for med use before intvw,179,0.00048599773428885097,0.00011326864435223358,0.0003043063743003475,0.0007760868318762275,0.2641931165642487,0.060384274487441256,0.161352501150983,0.40122208553992345,0.0011564617294611951,0.00026724616037663646,0.0007269487569335758,0.001839282561119511,126238.68581544,32.0,29622.846990532555
1 - In State where MJ approvd for med use before intvw,180,0.016793377401524996,0.0010320050153304415,0.014841501785551088,0.01899700334593752,0.42844328847668006,0.01940092532339155,0.3899942987529815,0.4677761060607461,0.0399608823314378,0.0024685614406504677,0.03528702591610928,0.04522478181634197,4362106.536717361,807.0,276181.53489891323
1 - In State where MJ approvd for med use before intvw,181,0.0003340500356036735,9.530426035769872e-05,0.00018833163675775977,0.0005924487561885978,0.3035608245804794,0.07165935148005954,0.18075915375794663,0.46267349688446374,0.000794892763165008,0.0002256306328932587,0.00044942501823229896,0.0014055440953596142,86770.02898566,24.0,24611.258986908437
1 - In State where MJ approvd for med use before intvw,182,0.0009812173066025705,0.00019163779164149496,0.000662780174425564,0.0014524273098500925,0.36196908767787245,0.06375743118296824,0.2457648917385361,0.49691827443734105,0.0023348673940451663,0.00045521530037083435,0.0015780659495991123,0.0034533567613646158,254872.758750875,54.0,49644.24126946419
1 - In State where MJ approvd for med use before intvw,183,0.001029568697212307,0.00019267075967223138,0.0007069460347075024,0.0014992029019826926,0.33637318956395007,0.060601240397309734,0.22709629704253276,0.46649599497316974,0.0024499225246790795,0.0004578593186469591,0.0016829176452183392,0.003565248385827478,267432.1094994,52.0,50251.58934897381
1 - In State where MJ approvd for med use before intvw,184,0.0009558406539929372,0.00019937288415514004,0.0006286438816077163,0.0014530892930911007,0.3710361806895736,0.053952095583686716,0.270491548338235,0.48415075959362885,0.0022744820763896927,0.0004726586612398091,0.0014980755741763468,0.0034518851133744813,248281.13280323,45.0,52183.73382810554
1 - In State where MJ approvd for med use before intvw,185,0.010539853494797425,0.0007043908057468611,0.009215044492555578,0.012052807875381042,0.4229218532260503,0.019825294023097597,0.38368206634438706,0.4631589256415465,0.025080234620222745,0.001662585803113597,0.021948808340910467,0.02864533527063717,2737743.73828603,515.0,181471.19385686138
1 - In State where MJ approvd for med use before intvw,186,0.0014218056269081592,0.0002508242700078949,0.000997516099844756,0.0020261989928935897,0.612968550622574,0.06232385480059194,0.48304333243280423,0.7285875235787648,0.0033832746085902666,0.000594320499285046,0.0023769624886050933,0.004813563947473388,369316.27693393,71.0,65374.42720674877
1 - In State where MJ approvd for med use before intvw,187,0.0015459082824251654,0.00020534316700744466,0.0011838406900706643,0.0020184873814848266,0.3754557761638812,0.03969254513491926,0.29966875706130885,0.457878272930158,0.0036785845689132983,0.0004959995861340817,0.0028054985972848093,0.0048220656187392625,401552.13943563,66.0,53269.29187806552
